日期,日水处理量_m3,日光伏发电量_kWh,日减排量_tCO2
2024-02-10,324055.7373122532,2694.619865366699,0.11047941448003465
2024-02-11,319544.7315534316,2782.3548986347355,0.11407655084402415
2024-02-12,337090.4999283224,2756.78036079055,0.11302799479241254
2024-02-13,335523.0867635561,2742.064858736341,0.11242465920818999
2024-02-14,325571.90278991114,2691.6169622015354,0.11035629545026296
2024-02-15,331984.0183639689,2329.118922335122,0.09549387581574
2024-02-16,334174.7444689765,2186.150014938302,0.08963215061247037
2024-02-17,326590.4962036538,2540.154383615944,0.1041463297282537
2024-02-18,320914.90103090875,2330.3397798929277,0.09554393097561004
2024-02-19,323167.2411532872,2112.1297690087795,0.08659732052935996
2024-02-20,340806.9841684987,2424.232892070065,0.09939354857487268
2024-02-21,334813.32511710783,2183.2486794425545,0.08951319585714473
2024-02-22,332346.78390883986,2341.000094667453,0.09598100388136559
2024-02-23,343237.62763047614,2184.7791618400606,0.0895759456354425
2024-02-24,326382.7021277793,2519.287050314483,0.10329076906289382
2024-02-25,325589.48020512523,2518.977129645533,0.10327806231546684
2024-02-26,330975.11114495853,2273.153176532734,0.09319928023784209
2024-02-27,335454.5546459325,2529.9446349286286,0.10372773003207376
2024-02-28,340867.6628139706,2558.3273370515485,0.10489142081911348
2024-02-29,346312.93720233726,2750.596202041013,0.11277444428368152
2024-03-01,340905.05919133394,2477.283042612846,0.1015686047471267
2024-03-02,323234.73889072414,2803.4527280817756,0.1149415618513528
2024-03-03,315760.1842967039,2927.990195858967,0.12004759803021765
2024-03-04,334719.9665633921,2555.999643876826,0.10479598539894988
2024-03-05,352047.21214490576,2691.3077923030332,0.11034361948442435
2024-03-06,356737.26909754437,2594.5088725782166,0.10637486377570687
2024-03-07,344417.2405407634,2884.4476113069863,0.11826235206358644
2024-03-08,353694.8315233679,3039.240761165837,0.12460887120779932
2024-03-09,327677.9810097061,3147.5069401148426,0.12904778454470855
2024-03-10,319504.5833545233,2902.30946083824,0.11899468789436783
2024-03-11,348155.78097350255,3099.0474059676303,0.12706094364467282
2024-03-12,358305.43874776637,2585.8229509536027,0.10601874098909772
2024-03-13,344729.3629860429,2472.9337879748546,0.10139028530696903
2024-03-14,358534.9504341793,2653.779028443959,0.10880494016620232
2024-03-15,322440.58068443224,2645.237501617072,0.10845473756629996
2024-03-16,331414.67767331295,2504.197866225612,0.10267211251525009
2024-03-17,325448.7166924954,2117.396834507707,0.08681327021481598
2024-03-18,342459.171541517,2348.7642078967797,0.09629933252376796
2024-03-19,345829.921744643,2099.5030887914304,0.08607962664044866
2024-03-20,327893.70715992776,2348.016383204611,0.09626867171138904
2024-03-21,343143.51606270846,2260.7807558783898,0.09269201099101398
2024-03-22,348118.8356938938,2034.2006308826503,0.08340222586618866
2024-03-23,336740.37813236465,2087.6161769550113,0.08559226325515545
2024-03-24,320534.4177232619,2008.1647974051161,0.08233475669360976
2024-03-25,338064.36354620365,2179.8892985278876,0.08937546123964339
2024-03-26,340710.26081405365,2369.540473838002,0.09715115942735808
2024-03-27,352934.61894537054,2120.170215140453,0.08692697882075856
2024-03-28,347874.19086056924,2406.588040400655,0.09867010965642685
2024-03-29,340468.70667657146,2316.0844879180668,0.09495946400464074
2024-03-30,328909.0082560199,2349.7205442362606,0.09633854231368669
2024-03-31,325530.1496600936,2531.4984744966787,0.10379143745436382
2024-04-01,360533.1603343223,2392.668288363586,0.09809939982290701
2024-04-02,345830.64672968374,2537.6480556619276,0.10404357028213904
2024-04-03,349125.3700834695,2509.263041237824,0.10287978469075078
2024-04-04,348558.23093566176,3035.3148453921804,0.1244479086610794
2024-04-05,339129.61356512713,2794.9903170199495,0.11459460299781793
2024-04-06,333755.0999808696,2717.599372470104,0.11142157427127426
2024-04-07,333464.67191656335,2869.0549314859363,0.1176312521909234
2024-04-08,352053.86918189185,2820.715084507759,0.11564931846481812
2024-04-09,349944.4508383508,2788.5231321132246,0.11432944841664221
2024-04-10,339553.293254178,2880.75006850293,0.11811075280862013
2024-04-11,348307.0975150364,2856.475489420403,0.11711549506623652
2024-04-12,348992.90589037066,2608.129430176121,0.10693330663722096
2024-04-13,324657.5546003495,2534.3639097938517,0.10390892030154791
2024-04-14,329966.60668546136,2505.284292128308,0.10271665597726064
2024-04-15,355564.6067640802,2128.0191832871074,0.0872487865147714
2024-04-16,368607.72380448563,2167.565765157788,0.08887019637146931
2024-04-17,353545.19309351,2520.8843830881738,0.10335625970661512
2024-04-18,354275.3701773509,2495.029480486788,0.10229620869995831
2024-04-19,351353.72906314186,2156.9102496808146,0.08843332023691339
2024-04-20,315410.1246731265,2233.7057054214633,0.09158193392227999
2024-04-21,331082.8627260396,2162.9110244901785,0.08867935200409732
2024-04-22,352538.9088325488,2556.8151992509343,0.10482942316928831
2024-04-23,373685.94642057444,2266.560106724093,0.09292896437568782
2024-04-24,350316.05048524006,2097.8519262906984,0.08601192897791864
2024-04-25,354662.553107443,2006.7380459382896,0.08227625988346987
2024-04-26,351703.3983591569,1955.82105415452,0.08018866322033533
2024-04-27,321622.8176517576,2281.482478935003,0.09354078163633513
2024-04-28,340767.96593664435,2206.346018526507,0.0904601867595868
2024-04-29,358626.04705140676,2181.3336713940666,0.08943468052715672
2024-04-30,358970.1261675642,2373.2454488994704,0.09730306340487828
2024-05-01,350818.0595351587,2803.55765989705,0.11494586405577904
2024-05-02,371568.69677340175,3370.1347789048427,0.13817552593509855
2024-05-03,346398.4529825729,3306.8399097303322,0.13558043629894362
2024-05-04,342819.84153821704,3218.6990587948108,0.13196666141058722
2024-05-05,356364.7532164967,3531.9392384727075,0.144809508777381
2024-05-06,350089.7903326281,3326.346279743213,0.13638019746947172
2024-05-07,353897.1126326026,3184.871243961647,0.13057972100242754
2024-05-08,359873.661832959,3604.8427288193343,0.14779855188159272
2024-05-09,354460.9083160978,3419.985595787729,0.14021940942729688
2024-05-10,345062.9388303633,3114.7104566886887,0.12770312872423625
2024-05-11,338442.0325511068,3215.66542615412,0.1318422824723189
2024-05-12,328890.0847846794,3035.517632264026,0.12445622292282507
2024-05-13,363229.5897771474,2874.7876127908526,0.11786629212442495
2024-05-14,350727.98462311365,3196.145644055795,0.1310419714062876
2024-05-15,372889.2031283682,3281.1412985240913,0.13452679323948774
2024-05-16,351950.04850216734,2616.5442044482643,0.10727831238237884
2024-05-17,356089.0065138535,2872.0179694030885,0.11775273674552664
2024-05-18,344734.3427637126,2579.5298060717096,0.10576072204894009
2024-05-19,327466.32538945595,2535.6757014756117,0.10396270376050008
2024-05-20,361020.67773857794,2456.6006010025303,0.10072062464110375
2024-05-21,370710.2734509749,2362.645064282723,0.09686844763559165
2024-05-22,344553.01043816254,2491.0451880315277,0.10213285270929263
2024-05-23,360636.33582304395,2324.4404409915273,0.09530205808065263
2024-05-24,361311.6561593392,2520.836178248188,0.10335428330817571
2024-05-25,344466.63416758954,2487.0463978250373,0.10196890231082653
2024-05-26,327414.9162159382,2492.9816479899737,0.10221224756758891
2024-05-27,347128.92613314,2430.4246021766266,0.0996474086892417
2024-05-28,363663.49829405476,2554.951417349236,0.10475300811131869
2024-05-29,361644.6263622361,2864.1658437657325,0.11743079959439504
2024-05-30,361227.386262181,2903.9266142626157,0.11906099118476725
2024-05-31,362088.5360551257,2733.983758086366,0.112093334081541
2024-06-01,338567.94535121846,3703.8034353420876,0.1518559408490256
2024-06-02,346423.19519900746,3950.023430687819,0.16195096065820058
2024-06-03,368631.0603957895,3528.305762667365,0.14466053626936196
2024-06-04,359414.39573033614,4085.654211407071,0.1675118226676899
2024-06-05,383019.31088927086,3893.0731373379103,0.15961599863085432
2024-06-06,370284.79170469864,4202.863053564914,0.17231738519616147
2024-06-07,355050.8826023353,3940.342090268193,0.1615540257009959
2024-06-08,350076.6651776342,3717.1547628407197,0.1524033452764695
2024-06-09,336030.77697862685,3731.8699349595527,0.15300666733334167
2024-06-10,373150.6515889047,4045.3558587190346,0.16585959020748042
2024-06-11,376549.5109052635,4024.879495860535,0.1650200593302819
2024-06-12,358441.60139786755,3692.240412288046,0.15138185690380987
2024-06-13,374763.49786732165,3925.8550501034933,0.16096005705424324
2024-06-14,369726.2425572415,3326.5076622807887,0.13638681415351234
2024-06-15,351501.77322105394,3556.9882918851054,0.14583651996728933
2024-06-16,360755.85034070606,3200.291625329959,0.13121195663852833
2024-06-17,363704.8215703162,3213.6015145298707,0.1317576620957247
2024-06-18,359054.0747145317,3266.4430478722293,0.13392416496276138
2024-06-19,357811.87393826613,2988.7054426174614,0.12253692314731592
2024-06-20,358486.17439077236,3024.843246480385,0.12401857310569579
2024-06-21,365244.4310541084,3277.309901014541,0.1343697059415962
2024-06-22,347360.87295330636,2914.7995858570453,0.11950678302013885
2024-06-23,346805.82459468214,3217.4723000063063,0.13191636430025858
2024-06-24,373517.50388453936,2819.631756484586,0.11560490201586802
2024-06-25,366068.7659596126,3220.7620324907207,0.13205124333211954
2024-06-26,379247.82812583767,3481.9484247616538,0.1427598854152278
2024-06-27,363528.5369826482,2726.6906199119862,0.11179431541639143
2024-06-28,390835.9500408731,3182.5198609721256,0.13048331429985713
2024-06-29,349810.71643763897,3583.423215457382,0.14692035183375265
2024-06-30,337042.7282186894,3527.640836001112,0.14463327427604558
2024-07-01,362936.3491674995,4517.740235746626,0.18522734966561166
2024-07-02,377418.3814239922,4390.898884838094,0.18002685427836185
2024-07-03,370836.9424729299,4682.6685328691765,0.19198940984763624
2024-07-04,379576.91936794587,4719.123622074411,0.19348406850505087
2024-07-05,377332.2854041747,5139.729202959835,0.21072889732135322
2024-07-06,350344.75590680784,4961.8657582405385,0.2034364960878621
2024-07-07,343553.5281927483,5015.94460908111,0.2056537289723255
2024-07-08,358797.35605883866,4829.513006973759,0.19801003328592412
2024-07-09,368757.4255185042,4790.280648466228,0.19640150658711536
2024-07-10,380904.4997449442,4759.211234466388,0.19512766061312192
2024-07-11,374916.2851433796,4903.295867385737,0.20103513056281525
2024-07-12,361306.256035727,4603.519205291384,0.18874428741694677
2024-07-13,352503.39260646875,4679.647299524391,0.19186553928050004
2024-07-14,354364.80407461716,5019.816942373576,0.20581249463731663
2024-07-15,364680.0783941302,4582.039028990435,0.18786360018860784
2024-07-16,374353.46789549204,4143.4300592405125,0.169880632428861
2024-07-17,373462.96792800573,4409.159772144216,0.18077555065791284
2024-07-18,362264.36732195964,3874.9611512232195,0.158873407200152
2024-07-19,376255.94176063617,3348.2086074994068,0.13727655290747567
2024-07-20,355904.4572227094,3523.738256634583,0.1444732685220179
2024-07-21,360487.13614623604,3232.6326447675733,0.13253793843547051
2024-07-22,382744.89173605246,3578.6791538160246,0.14672584530645702
2024-07-23,360076.2662035237,3654.2278468403315,0.14982334172045358
2024-07-24,364176.9380366407,4087.8530621041687,0.16760197554627093
2024-07-25,377721.96512701554,3772.9388403912203,0.15469049245604002
2024-07-26,377710.3177422002,3689.6829399352046,0.1512770005373434
2024-07-27,355503.1349744468,4039.4736921698845,0.16561842137896526
2024-07-28,384789.9586056688,3355.2268809833595,0.13756430212031773
2024-07-29,378242.70396365895,4099.303430612532,0.1680714406551138
2024-07-30,383507.1742562709,4361.464375454005,0.17882003939361418
2024-07-31,381814.4529283458,3911.7252069020706,0.16038073348298487
2024-08-01,375451.2203028793,3859.709987300405,0.15824810947931658
2024-08-02,366523.2635552757,3791.7171801835993,0.1554604043875276
2024-08-03,354300.9855218844,3726.0660538333514,0.1527687082071674
2024-08-04,340985.7253882819,4027.8432022953057,0.16514157129410753
2024-08-05,367247.82394119544,4438.298317627364,0.18197023102272192
2024-08-06,364952.29361469,4045.016157804862,0.16584566246999935
2024-08-07,370191.23071650387,4085.722530716484,0.16751462375937587
2024-08-08,390812.95145210874,3941.99534641744,0.16162180920311503
2024-08-09,352189.22098927223,3843.5551579853673,0.15758576147740005
2024-08-10,353668.95577432006,4160.636865371014,0.17058611148021158
2024-08-11,333684.90073364775,3748.8219580273685,0.1537017002791221
2024-08-12,365076.34696827247,3870.8794291362215,0.15870605659458506
2024-08-13,379492.46428559994,3667.626620742914,0.15037269145045948
2024-08-14,370028.7335982005,3771.2742104757704,0.1546222426295066
2024-08-15,359481.1338614923,3636.2209528394583,0.1490850590664178
2024-08-16,362828.5947313687,3677.958219910421,0.15079628701632725
2024-08-17,353611.04190620064,3247.375158578897,0.13314238150173477
2024-08-18,341354.80041703855,3200.01716171136,0.13120070363016578
2024-08-19,371434.2360480404,2963.1140217235275,0.12148767489066463
2024-08-20,369855.9471697182,3002.3066434970046,0.12309457238337719
2024-08-21,363416.9510983769,3119.0698928843035,0.12788186560825643
2024-08-22,389236.25365971314,3162.06546564076,0.12964468409127117
2024-08-23,375289.84895757097,2792.030610552143,0.11447325503263787
2024-08-24,330099.84462108096,3175.0562982436136,0.13017730822798818
2024-08-25,349324.348496875,3304.21212543749,0.1354726971429371
2024-08-26,363322.8733804657,3152.587452354079,0.12925608554651724
2024-08-27,377308.0201135447,3526.2551402521844,0.14457646075033956
2024-08-28,362115.4278030379,3048.519653090103,0.12498930577669422
2024-08-29,368375.35971594055,3042.4952843789115,0.12474230665953537
2024-08-30,374099.0513272363,3031.65776015191,0.12429796816622833
2024-08-31,355229.2321492452,3827.895140836366,0.156943700774291
2024-09-01,330906.31091120583,4061.527375658665,0.16652262240200524
2024-09-02,359433.45739098004,4013.062639583397,0.1645355682229193
2024-09-03,358160.8073264367,4192.493580847261,0.1718922368147377
2024-09-04,356544.36100371246,3960.956360343872,0.16239921077409875
2024-09-05,378462.4443107584,4843.898273244747,0.1985998292030346
2024-09-06,366134.3667588674,4364.925511883222,0.1789619459872121
2024-09-07,330389.58526897733,4385.149600424237,0.17979113361739374
2024-09-08,348971.1903298191,4525.468949195814,0.1855442269170284
2024-09-09,381694.7399218246,4445.011375159471,0.18224546638153832
2024-09-10,371820.3807688301,4338.081735674187,0.17786135116264168
2024-09-11,348696.6337662178,4037.223683287002,0.16552617101476708
2024-09-12,358076.63614899945,4236.089209720899,0.17367965759855686
2024-09-13,373944.839024716,4454.166602515768,0.1826208307031465
2024-09-14,335107.7183641234,4218.848488230771,0.17297278801746163
2024-09-15,344928.2815799799,4156.9237934135845,0.17043387552995698
2024-09-16,369484.0137726631,3559.5190681099907,0.14594028179250962
2024-09-17,354065.0920585137,3337.453885752377,0.13683560931584746
2024-09-18,361925.18280090863,3431.064276610818,0.14067363534104355
2024-09-19,333093.4636124655,3383.965655547881,0.13874259187746313
2024-09-20,353181.9727592636,3550.440900216818,0.14556807690888954
2024-09-21,338989.0855663364,2867.654095573281,0.11757381791850453
2024-09-22,330501.3162321978,3576.4201916601037,0.14663322785806426
2024-09-23,377256.8605141733,3192.2412611584477,0.13088189170749637
2024-09-24,349505.18882993364,3155.7689192602156,0.12938652568966882
2024-09-25,358477.0651422647,3070.934774073407,0.1259083257370097
2024-09-26,363649.29933486605,2994.545369769706,0.12277636016055796
2024-09-27,375524.84151372046,3647.097996280296,0.14953101784749212
2024-09-28,328897.2700127802,3579.4322277864644,0.14675672133924503
2024-09-29,351063.2659868178,3382.234809809258,0.13867162720217957
2024-09-30,362557.3066822385,3499.399389208039,0.1434753749575296
2024-10-01,346771.09245257283,4087.1397450425275,0.16757272954674363
2024-10-02,359600.98249867785,4691.064926531377,0.19233366198778645
2024-10-03,357263.2196753193,4330.199997874032,0.17753819991283531
2024-10-04,350159.7669093128,4121.4646140657505,0.1689800491766958
2024-10-05,335166.5521952836,4501.92177980533,0.1845787929720185
2024-10-06,331359.7064910617,4549.457222714384,0.18652774613128975
2024-10-07,356502.974641576,3991.680622482733,0.16365890552179205
2024-10-08,361378.69476677355,4639.492976916553,0.19021921205357867
2024-10-09,369589.59671497147,4578.0095648960205,0.18769839216073683
2024-10-10,344493.20310999197,4760.455589003361,0.19517867914913778
2024-10-11,374451.12577533507,4975.366928505758,0.20399004406873605
2024-10-12,318254.31838706037,4715.364472928328,0.19332994339006143
2024-10-13,333313.0713374963,4275.763573906704,0.17530630653017487
2024-10-14,360722.68844608305,3959.5348191405114,0.16234092758476096
2024-10-15,357991.3797826229,4732.671528263717,0.19403953265881238
2024-10-16,349959.9557354945,3999.453136000091,0.16397757857600373
2024-10-17,353644.4501295008,3868.158682346545,0.15859450597620833
2024-10-18,351112.63279991166,3746.0597779326777,0.1535884508952398
2024-10-19,329652.9068504939,3699.209662183035,0.15166759614950445
2024-10-20,341689.2417977905,3531.4538578344936,0.14478960817121422
2024-10-21,358667.02848749084,3362.260671894314,0.13785268754766686
2024-10-22,349335.97403554135,3326.1146508456063,0.13637070068466986
2024-10-23,363489.1672985716,3432.336549509406,0.14072579852988565
2024-10-24,358225.1851734614,3314.571532633082,0.13589743283795636
2024-10-25,362718.2982677295,3304.221312223455,0.13547307380116164
2024-10-26,339849.2607235193,3557.218456872539,0.14584595673177408
2024-10-27,327648.50348815427,3544.6471455935102,0.14533053296933393
2024-10-28,350515.579510993,4064.8907751782217,0.1666605217823071
2024-10-29,362135.5677636632,3163.4927638998174,0.12970320331989252
2024-10-30,360918.68175795244,4189.3050659324535,0.1717615077032306
2024-10-31,355308.34612605575,4349.017597043671,0.1783097214787905
2024-11-01,342554.9990956192,2412.114015433964,0.09889667463279253
2024-11-02,331729.80961436534,2767.67567985086,0.11347470287388525
2024-11-03,316707.6081795663,2835.327025293661,0.11624840803704009
2024-11-04,346224.731623463,2731.955576648441,0.11201017864258608
2024-11-05,339826.6721433007,2881.4886105817327,0.11814103303385104
2024-11-06,339694.4180563745,2862.307103586502,0.11735459124704657
2024-11-07,350935.4282962794,3336.5738861099835,0.13679952933050935
2024-11-08,348601.2497015056,3206.2419946972786,0.13145592178258841
2024-11-09,327999.60500250955,3242.50628744811,0.1329427577853725
2024-11-10,331953.33736346004,3120.8139935394233,0.12795337373511637
2024-11-11,341732.50884305453,2776.3990763129254,0.11383236212882995
2024-11-12,347376.24044936005,2810.8948406200693,0.11524668846542285
2024-11-13,338903.84584685,2900.4766720201847,0.11891954355282756
2024-11-14,344321.1616872418,2547.979459761899,0.10446715785023786
2024-11-15,340441.8913418428,2773.8754295052895,0.11372889260971687
2024-11-16,322241.3106738544,2538.761326462139,0.1040892143849477
2024-11-17,326244.8044314507,2437.96176408083,0.09995643232731403
2024-11-18,334566.5141193835,2539.0169273577985,0.10409969402166974
2024-11-19,359419.6978125227,2434.4606226151686,0.09981288552722191
2024-11-20,332962.9502231626,2256.911470353624,0.09253337028449858
2024-11-21,331185.41167319246,2465.629378894386,0.10109080453466981
2024-11-22,351442.07136079576,2090.7090170968722,0.08571906970097176
2024-11-23,327824.03107067203,2361.557944403581,0.09682387572054683
2024-11-24,326477.56520831835,2375.256667981575,0.09738552338724457
2024-11-25,346918.4954971108,2265.1182979967116,0.09286985021786517
2024-11-26,341448.5875313434,2415.606478706857,0.09903986562698115
2024-11-27,333891.65896891116,2225.8608587056424,0.09126029520693134
2024-11-28,342200.4427917101,2645.2639217018914,0.10845582078977754
2024-11-29,335770.99256005214,2547.607136956073,0.10445189261519901
2024-11-30,329298.3918157483,2576.6485352765267,0.1056425899463376
2024-12-01,310475.47625911044,2668.640600693968,0.10941426462845269
2024-12-02,324264.4511771004,2482.511743132981,0.10178298146845222
2024-12-03,328437.2008027339,2444.1588671155423,0.10021051355173724
2024-12-04,334515.46543701144,2478.675066627441,0.10162567773172508
2024-12-05,326431.25756038836,2840.8037457282726,0.11647295357485918
2024-12-06,324291.5746904869,2597.115549485615,0.1064817375289102
2024-12-07,313519.5830586216,3060.275712910844,0.1254713042293446
2024-12-08,313529.5499458887,2502.039366878349,0.10258361404201231
2024-12-09,326901.26179459225,3044.2635332617792,0.12481480486373295
2024-12-10,327198.46206650045,2800.9487443869157,0.11483889851986355
2024-12-11,333018.2302045406,2716.6805411680757,0.1113839021878911
2024-12-12,319111.02575133863,2599.9807935170134,0.10659921253419755
2024-12-13,319447.2599077768,2677.4490263950843,0.10977541008219846
2024-12-14,306024.070928822,2545.3833558454803,0.1043607175896647
2024-12-15,309958.264877208,2639.926432650066,0.1082369837386527
2024-12-16,333670.9691983434,2420.956667489002,0.09925922336704908
2024-12-17,343309.6187238074,2353.663559978414,0.09650020595911497
2024-12-18,338196.6745220214,2210.298244016851,0.0906222280046909
2024-12-19,329773.5706395643,2194.4041411764215,0.08997056978823327
2024-12-20,330940.0461823729,2196.7828077240642,0.09006809511668663
2024-12-21,303810.89758714323,1862.0050113235327,0.07634220546426485
2024-12-22,311476.9038381742,1889.2937719403437,0.0774610446495541
2024-12-23,328708.09813833097,2184.4217299576517,0.08956129092826372
2024-12-24,333768.73395483533,2104.3316738378085,0.08627759862735014
2024-12-25,324250.1001987517,2070.9265351402373,0.08490798794074973
2024-12-26,335396.3093162574,2133.20635398982,0.08746146051358261
2024-12-27,343784.60033458035,2226.771974708852,0.09129765096306294
2024-12-28,310773.8319359538,2153.016761954844,0.08827368724014859
2024-12-29,314750.6774764416,2182.859239371842,0.0894972288142455
2024-12-30,336810.07455464324,2396.244957488104,0.09824604325701226
2024-12-31,327776.37473718234,2297.963490104781,0.09421650309429602
